Magic Weapon, Greater	<h>Mythic Enhanced</h><p>You can add one of the following weapon special abilities to the weapon: <i>flaming</i>, <i>frost</i>, <i>keen</i>, <i>merciful</i>, <i>shock</i>, or <i>thundering</i>.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, you can reduce the granted enhancement bonus by 1 to add two of the above abilities or one of the following abilities: <i>anarchic</i>, <i>axiomatic</i>, <i>flaming burst</i>, <i>holy</i>, <i>icy burst</i>, <i>shocking burst</i>, or <i>unholy</i>.</p>
Make Whole	<h>Mythic Enhanced</h><p>The damage the spell repairs increases to 2d6 points of damage per caster level when cast on a construct creature (maximum 10d6). A construct repaired with this spell gains a +2 enhancement bonus on an ability score of your choice for the next 24 hours. To repair a magic item, your caster level has to equal to only the caster level of the magic item, not double the caster level.</p>
Maze	<h>Mythic Enhanced</h><p>A spectral minotaur hunts the target trapped in the maze. Every round the creature fails to escape from the maze, it takes 2d8 + your tier points of piercing and slashing damage from this phantom opponent.</p>
Memory Lapse	<h>Mythic Enhanced</h><p>The target forgets an additional round, back to the beginning of the turn before its last turn.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, you can spend 1 round implanting a false memory in the affected target. This false memory is limited to events that could have occurred during the time it just forgot, as if using <i>modify memory</i> but limited to that short period of time. For example, you couldn't implant the memory of a lengthy conversation, as that couldn't happen in the forgotten length of time.</p><p>The target can attempt a Will saving throw (DC equal to the <i>mythic memory lapse</i> DC plus your tier) to resist this implanted memory. Success means no memory is implanted, but the target still forgets the allotted time.</p>
Meteor Swarm	<h>Mythic Enhanced</h><p>The meteors created by this spell deal bludgeoning damage in a line extending from you to the target destination where it explodes. Creatures in the path of a meteor take 2d10 points of bludgeoning damage and must succeed at a Fortitude save or be knocked prone. The damage from the exploding meteors increases to 6d10 points of fire damage. Creatures that fail their Reflex saves against the fire damage are also knocked prone and deafened for 1d4 rounds.</p><p><h>Mythic Augmented (10th)</h>: If you expend two uses of mythic power, creatures in the path of a meteor also take 4d10 points of fire damage and the damage from the exploding meteors increases to 10d10 points of fire damage; this fire damage bypasses fire resistance and fire immunity.</p>
Mighty Fist of the Earth	<h>Mythic Enhanced</h><p>Add your tier to the rock's attack roll and damage roll. Increase the critical multiplier of the attack by 1 (maximum x4).</p>
Mirror Image	<h>Mythic Enhanced</h><p>The maximum number of images generated by this spell increases to 12. Destroying an image creates a flash of light. Any creature that destroys an image must succeed at a Will save or be dazzled for 1 round.</p>
Mislead	"<h>Mythic Enhanced</h><p>You create one illusory double per 5 caster levels, each of which appears in your square or in an unoccupied square adjacent to yours. When you cast the spell, you can give each of these doubles a simple programmed task as a telepathic command, such a ""walk south,"" ""beg for mercy,"" or ""follow that troll.""</p><p>You can change or modify a single illusory double's programmed task by spending a swift, move, or standard action; this requires concentration.</p><p><h>Mythic Augmented (4th)</h>: If you expend two uses of mythic power, this spell also grants you the benefits of augmented <i>mythic invisibility</i> instead of <i>greater invisibility</i>.</p>"
Modify Memory	<h>Mythic Enhanced</h><p>You can modify an additional 5 minutes of the subject's memory per tier. You may affect multiple memories with one casting of the spell, as long as the total number of minutes doesn't exceed this limit. Each affected memory counts as a minimum of 5 minutes. For example, you could implant a memory of having a brief meeting with the mayor before lunch and another brief meeting just after dinner, even though the two events would have been hours apart.</p><p><h>Mythic Augmented (8th)</h>: If you expend four uses of mythic power, instead of altering the target's memories, you alter all other creatures' memories of the target (only the target gets a saving throw against the spell). All creatures on the same plane as the target forget his name, their relationship to him, and everything he has done; he is essentially a stranger to them. Any important acts by the target are attributed to someone else. Everyone's memories of history are rewritten to incorporate this change. The target's memories are unaffected. You can exclude a number of other creatures up to your tier from the effects of this spell (so they remember the truth), including yourself if you wish. Written records are unchanged unless you expend an additional six uses of mythic power when you cast the spell, and written records on other planes remain unchanged regardless.</p>
Monstrous Physique (all)	<h>Mythic Enhanced</h><p>Each <i>mythic monstrous physique</i> spell must be learned individually, and you must know the respective non-mythic <i>monstrous physique</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic monstrous physique</i> spell before you learn a higher-level one (for example, you can learn <i>mythic monstrous physique II </i>if you know <i>monstrous physique II</i>, even if you don't know <i>mythic monstrous physique I</i>). Each <i>mythic monstrous physique</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2 each, the natural armor bonus increases by 1, and the ability score penalties decrease by 2 each (minimum penalty of 0). Alternatively, you can cast this spell on another willing creature, changing the range to touch and the target to one creature.</p><p><h>Mythic Augmented (4th)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. Additionally, you can cast this spell on other willing creatures, changing the range to touch and the target to one creature per tier.</p>
Move Earth	<h>Mythic Enhanced</h><p>This spell can move earth much more quickly, with each full round of casting allowing you to reshape a 25-foot-square area up to 10 feet deep. All creatures on or under the ground within that area are knocked prone and moved to the closest square outside the area being shaped. A successful Reflex save prevents a creature from being knocked prone, but it's still moved.</p>
Murderous Command	<h>Mythic Enhanced</h><p>This spell lasts for a number of rounds equal to your tier. Each round after the first, the target can attempt a new saving throw at the beginning of its turn to break free of the spell.</p><p><h>Mythic Augmented</h>: If you expend two uses of mythic power, the target attacks its nearest ally with its most powerful spell, spell-like ability, or supernatural ability. If it has no such ability, it attacks the ally with a melee weapon or natural weapon as normal and gains a +4 morale bonus on the attack and damage rolls.</p>
Named Bullet	<h>Mythic Enhanced</h><p>Increase the critical multiplier of the target weapon by 1 (maximum x4).</p><p><h>Mythic Augmented (2nd)</h>: If you expend two uses of mythic power, the target ammunition or weapon returns to the creature that shot or threw it just before that creature's next turn (similar to a <i>returning</i> weapon). The spell isn't discharged until the target is used to attempt a second attack against the named creature. Ammunition that hits is destroyed and doesn't return.</p>
Nightmare	<h>Mythic Enhanced</h><p>The spell's damage increases to 4d6 points of damage, and the target is also shaken for 24 hours.</p><p><h>Mythic Augmented (6th)</h>: You can deliver a mind-affecting spell through a <i>mythic nightmare</i>. The maximum level of the delivered spell is equal to half your tier, and you must expend one use of mythic power for each spell level of the imbued spell in addition to the one use needed to cast <i>mythic nightmare</i>. You choose whether the delivered spell affects the creature immediately or when it awakens. The delivered spell affects only the target, even if it normally affects multiple creatures or an area.</p>
Oath of Peace	<h>Mythic Enhanced</h><p>You don't provoke attacks of opportunity when you attempt Heal checks, cast targeted spells with the harmless descriptor, or use positive energy effects to heal living creatures.</p>
Obscuring Mist	<h>Mythic Enhanced</h><p>The range increases to 50 feet, and the cloud's radius and height both increase to 50 feet.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the range increases to 500 feet. The cloud's radius increases to 500 feet, and its height increases to 100 feet. Winds can't dissipate the mist unless the area of the wind affects the entire area of this spell. Areas of mist burned away by fire spells become obscured again 1d4 rounds after the fire effect ends.</p><p>If you're at least 6th tier and expend three uses of mythic power, the range increases to 1 mile, the cloud radius increases to 1 mile, and its height increases to 500 feet. The cloud is as resistant to wind and fire effects as the 3rd-tier version.</p>
Orb of the Void	<h>Mythic Enhanced</h><p>A creature that fails its save against the orb gains 2 negative levels rather than 1. A successful Fortitude save reduces this to 1 negative level.</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, the orb doesn't automatically stop when in enters a space with a living creature, but the saving throw DC decreases by 2 for each creature after the first it affects each round.</p><p>An individual creature can be affected by the <i>orb of the void</i> only once per round, even if the orb moves through its space more than once.</p>
Order's Wrath	<h>Mythic Enhanced</h><p>The damage dealt to chaotic outsiders increases to 1d10 points of damage per caster level (maximum 10d10) and the damage to other chaotic creatures increases to 1d12 points of damage per 2 caster levels (maximum 5d12). The duration that creatures in the area are dazed increases to 2 rounds. Chaotic creatures that succeed at their saves are dazed for 1 round.</p>
Pernicious Poison	<h>Mythic Enhanced</h><p>The number of successful saving throws needed to cure a poison increases by one. If the poison deals ability damage on a failed saving throw, that ability damage increases by 1.</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, the target's penalty on saves against poison increases to -8, and the penalty for attempting to cure the target with skill or magic increases to -8.</p><p>If you expend three uses of mythic power, the poison bypasses the creature's poison immunity (this doesn't affect poison immunity from not having a Constitution score).</p>
Phantasmal Killer	<h>Mythic Enhanced</h><p>If the target fails its Will save but succeeds at its Fortitude save, the phantasmal killer persists in the target's mind, giving it the dazed condition until your next turn. On your next turn, the target must attempt another Fortitude save against the phantasm. Success means it takes 3d6 points of damage; failure means it dies from fear.</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, the spell can affect a living target that is immune to fear, illusions, or mind-affecting effects.</p>
Phantom Steed	<h>Mythic Enhanced</h><p>The steed's rider automatically succeeds at Ride checks to remain mounted. The mount's hit points increase to 10 plus 2 per caster level, and its speed increases to 30 feet per 2 caster levels (maximum 150 feet).</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the phantom steed is incorporeal, but its rider can interact with it normally.</p>
Pillar of Life	<h>Mythic Enhanced</h><p>The damage healed increases to 3d8 points of damage + 1 point per caster level (maximum +20). The damage dealt to undead increases to 1d8 points of damage per caster level (maximum 10d8), or 2d6 points of damage per caster level for undead vulnerable to bright light (maximum 20d6). If a dead creature is brought into the pillar's square and that creature could be revived by <i>breath of life</i>, the <i>pillar of life</i> ends and the creature returns to life as per <i>breath of life</i>.</p>
Plane Shift	<h>Mythic Enhanced</h><p>If you've been to the destination plane and are familiar with a location there, you may choose that location and arrive on target at that location with anyone else you transport with the spell.</p><p><h>Mythic Augmented</h>: If you expend two uses of mythic power, you grant transported creatures the effects of a <i>planar adaptation</i> spell upon arrival, lasting for 1 hour.</p>
Polar Ray	<h>Mythic Enhanced</h><p>The damage dealt increases to 1d8 points of cold damage per caster level (maximum 25d8) and 1d6 points of Dexterity drain. If the target takes damage from this spell, it becomes partially encased in ice, reducing its speed by half. Creatures with the cold or incorporeal subtypes or immunity to being grappled are immune to this effect. The reduced movement lasts until the ice is destroyed. Destroying the ice requires a successful Strength or dispel check against the spell's DC or dealing 1 point of bludgeoning or fire damage per caster level to the target.</p>
Power Word Blind	<h>Mythic Enhanced</h><p>Treat the target's current hit point total as though it were lowered by 5 times your tier. For example, a 3rd-tier archmage casting <i>mythic power word blind</i> would affect a creature with 60 hp as though it had 45 hp, and the spell would permanently blind the target.</p><p>You can target a creature with more hit points than this spell could normally affect, causing it to treat all opponents as though they had concealment (20% miss chance) for 1d4 rounds.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the magic of the word lingers around the target. Until the beginning of your next turn, if the target's hit points are reduced enough to put it in a lower category for the spell's effects, the spell affects the creature according to its new hit point total. For example, a creature in the 101-200 hp category reduced to 80 hp immediately becomes blinded for 1d4+1 minutes instead of 1d4+1 rounds. The spell's effects don't diminish if the target regains hit points.</p>
Power Word Kill	<h>Mythic Enhanced</h><p>Treat the target's current hit point total as though it were lowered by 5 times your tier. For example, a 3rd-tier archmage casting <i>mythic power word kill</i> would instantly kill a creature with 85 hit points or fewer.</p><p>You can target a creature with more hit points than this spell could normally affect, causing it to become exhausted.</p><p><h>Mythic Augmented (6th)</h>: If you expend four uses of mythic power, the magic of the word lingers around the target. Until the beginning of your next turn, if the target's hit point total drops to the point that this spell would have killed it upon casting, it's instantly slain.</p>
Power Word Stun	<h>Mythic Enhanced</h><p>Treat the target's current hit point total as though it were lowered by 5 times your tier. For example, a 3rd-tier archmage casting this spell would affect a creature with 60 hp as though it had 45 hp, and the spell would last an additional 2d4 rounds.</p><p>You can target a creature with more hit points than this spell could normally affect, causing it to become dazed for 1 round.</p><p><h>Mythic Augmented (6th)</h>: If you expend three uses of mythic power, the magic of the word lingers around the target. Until the beginning of your next turn, if the target's hit points are reduced enough to put it in a lower category for the spell's effects, the spell affects the creature according to its new hit point total. For example, a creature in the 101-150 hp category reduced to 80 hp is immediately stunned for an additional 1d4 rounds. The spell's effects don't diminish if the target regains hit points.</p>
Pox Pustules	<h>Mythic Enhanced</h><p>The Dexterity penalty increases to -6. The target takes 1 point of bleed damage each round. If the target spends a move action scratching, increase its bleed damage each round by 1. If the bleeding is stopped, scratching causes it to start again at 1 point of bleed per round.</p>
Prayer	<h>Mythic Enhanced</h><p>The spell's luck bonus increases to +2, and the penalty for enemies changes to -2. When you cast the spell, your affected allies heal an amount of hit point damage equal to double your tier, and affected enemies take an amount of damage equal to double your tier.</p>
Prismatic Sphere	<h>Mythic Enhanced</h><p>When you cast the spell, you simultaneously create a <i>prismatic spray</i> that originates from one point on the sphere and radiates directly away from you. The save DC of this <i>prismatic spray</i> is the same as that of your <i>mythic prismatic sphere</i>.</p>
Prismatic Spray	<h>Mythic Enhanced</h><p>The spell automatically blinds creatures with up to 12 Hit Dice instead of 8 Hit Dice. Attempt one bull rush combat maneuver and apply its results to each creature in the area. Your CMB for this bull rush is equal to your caster level plus your Intelligence, Wisdom, or Charisma modifier, whichever is highest. This bull rush doesn't provoke an attack of opportunity.</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, the area changes from a cone into a line. Creatures in the line are struck by two beams (or three, if the creature rolls an 8 on the table). The spell bypasses energy resistance and immunity.</p>
Protection from Chaos	<h>Mythic Enhanced</h><p>As <i>mythic protection from evil</i>, except against chaotic creatures.</p>
Protection from Evil	<h>Mythic Enhanced</h><p>The bonuses to AC and on saves increase to +4. Any evil creature attempting to possess or exercise mental control over the target must attempt a Will save against this spell. If it fails, the creature takes 1d6 points of damage per 2 caster levels (maximum 5d6) from mental feedback. An evil creature that uses spell resistance to bypass the spell's protection against contact must successfully save or take this damage once each round it attacks the protected target.</p>
Protection from Good	<h>Mythic Enhanced</h><p>As <i>mythic protection from evil</i>, except against good creatures.</p>
Protection from Law	<h>Mythic Enhanced</h><p>As <i>mythic protection from evil</i></p>
Protection from Chaos	<h>Mythic Enhanced</h><p>As <i>mythic protection from evil</i>, except against chaotic creatures.</p>
Protection from Evil	<h>Mythic Enhanced</h><p>The bonuses to AC and on saves increase to +4. Any evil creature attempting to possess or exercise mental control over the target must attempt a Will save against this spell. If it fails, the creature takes 1d6 points of damage per 2 caster levels (maximum 5d6) from mental feedback. An evil creature that uses spell resistance to bypass the spell's protection against contact must successfully save or take this damage once each round it attacks the protected target.</p>
Protection from Good	<h>Mythic Enhanced</h><p>As <i>mythic protection from evil</i>, except against good creatures.</p>
Protection from Law	<h>Mythic Enhanced</h><p>As <i>mythic protection from evil</i></p>
Protection from Chaos	<h>Mythic Enhanced</h><p>As <i>mythic protection from evil</i>, except against chaotic creatures.</p>
Protection from Evil	<h>Mythic Enhanced</h><p>The bonuses to AC and on saves increase to +4. Any evil creature attempting to possess or exercise mental control over the target must attempt a Will save against this spell. If it fails, the creature takes 1d6 points of damage per 2 caster levels (maximum 5d6) from mental feedback. An evil creature that uses spell resistance to bypass the spell's protection against contact must successfully save or take this damage once each round it attacks the protected target.</p>
Protection from Good	<h>Mythic Enhanced</h><p>As <i>mythic protection from evil</i>, except against good creatures.</p>
Protection from Law	<h>Mythic Enhanced</h><p>As <i>mythic protection from evil</i></p>
Protection from Chaos	<h>Mythic Enhanced</h><p>As <i>mythic protection from evil</i>, except against chaotic creatures.</p>
Protection from Evil	<h>Mythic Enhanced</h><p>The bonuses to AC and on saves increase to +4. Any evil creature attempting to possess or exercise mental control over the target must attempt a Will save against this spell. If it fails, the creature takes 1d6 points of damage per 2 caster levels (maximum 5d6) from mental feedback. An evil creature that uses spell resistance to bypass the spell's protection against contact must successfully save or take this damage once each round it attacks the protected target.</p>
Protection from Good	<h>Mythic Enhanced</h><p>As <i>mythic protection from evil</i>, except against good creatures.</p>
Protection from Law	<h>Mythic Enhanced</h><p>As <i>mythic protection from evil</i></p>
Protection from Arrows	<h>Mythic Enhanced</h><p>The damage reduction increases to 15/magic. The maximum damage prevented by the spell increases to 15 points per caster level (maximum 150 points). If the spell prevents all damage from a ranged weapon attack, it turns the projectile or weapon back on the attacker, using the same attack roll result. If the attacker is also protected by <i>mythic protection from arrows</i> and its spell completely prevents the damage from the rebounded attack, the weapon or projectile is destroyed.</p>
Ray of Enfeeblement	<h>Mythic Enhanced</h><p>The Strength penalty increases to 1d8 + 1 per 2 caster levels (maximum +10). If the target fails its save, it's fatigued.</p>
Reduce Person	<h>Mythic Enhanced</h><p>You can decrease the target's size by up to two categories, to a minimum of Tiny. If the target shrinks two sizes, its weight decreases by a factor of 16 and it gains a +4 size bonus to Dexterity, a -4 size penalty to Strength, and a +2 bonus on attack rolls and to AC because of its decreased size. A Medium or Small humanoid creature whose size decreases to Tiny has a space of 2-1/2 feet and a natural reach of 0 feet.</p><p><i>Mythic reduce person</i> counters and dispels <i>mythic enlarge person</i>.</p>
Regenerate	<h>Mythic Enhanced</h><p>The casting time changes to 1 standard action and the target changes to 1 living creature or corpse touched. The spell removes the blinded, dazzled, and deafened conditions. The target gains regeneration equal to your tier (overcome by acid and fire) for 1 round per caster level. If the target was killed by amputation or decapitation (such as from a <i>vorpal</i> weapon) within the past 1 round, the spell regenerates lost body parts and brings the creature back to life (as <i>breath of life</i>), treating it as if it had negative hp equal to its Constitution score.</p>
Repel Wood	<h>Mythic Enhanced</h><p>The casting time changes to 1 immediate action. You may cause one affected wooden object up to 5 inches in diameter to splinter and break.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the area changes to a 60-foot, cone-shaped emanation from you.</p>
Resist Energy	<h>Mythic Enhanced</h><p>The target gains a +4 bonus on saves against effects that deal damage of the selected energy type. Once each round as a free action, the target can choose one adjacent ally to gain energy resistance 5 against the chosen energy type for 1 round. This increases to energy resistance 10 at caster level 7 and energy resistance 15 at caster level 11.</p>
Resonating Word	<h>Mythic Enhanced</h><p>The damage dealt increases to 8d6 points on the 1st and 2nd rounds and 15d6 on the 3rd round. The target takes a -4 penalty on saving throws against all sonic effects.</p>
Reverse Gravity	<h>Mythic Enhanced</h><p>Creatures in the area or that enter the area must succeed at a Fortitude save or be nauseated.</p><p><h>Mythic Augmented (8th)</h>: If you expend three uses of mythic power, once per round as a move action you may select one secured creature (one that succeeded at its Reflex save) or attached object (such as a tree or cottage) and force it to attempt a Fortitude save against the spell. The selected creature or object can weigh no more than 100 pounds per caster level. If it fails the save, it's pulled free and falls upward.</p>
Ricochet Shot	<h>Mythic Enhanced</h><p>If the attack hits the secondary target, the wielder can select a tertiary target within 20 feet of the secondary target. This functions like a ricochet off the primary target. The tertiary target must be a different creature than the primary target.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, the secondary and tertiary attacks gain the enhancement bonus and magic qualities of the attack against the primary target.</p>
Sacred Bond	<h>Mythic Enhanced</h><p>The range at which you and the target can cast conjuration (healing) spells on each other increases to medium (100 feet + 10 feet per caster level). When you or the target uses the <i>sacred bond</i> to cast a healing spell on the other, the caster also heals a number of hit points equal to the minimum amount the spell can heal.</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, casting a healing spell through the link heals the caster the normal amount instead of the minimum amount.</p><p>You and the target can use the link to heal each other with targeted healing abilities such as lay on hands. Unlike with healing spells, a character using a healing ability in this way doesn't heal herself.</p>
Sanctify Armor	<h>Mythic Enhanced</h><p>You gain DR 5/evil while wearing the target armor. While you're using your judgment or smite ability, this improves to DR 10/evil.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, when you use judgment or smite, add half your tier to your AC as a sacred bonus.</p>
Sanctuary	<h>Mythic Enhanced</h><p>If an attacker succeeds at its Will save to attack the protected target, add your tier to the target's AC against the attack. If the target uses a healing spell or ability on another creature, that creature gains the benefit of non-mythic <i>sanctuary</i> for 1 round. If the creature breaks the non-mythic <i>sanctuary</i> by attacking, subsequent healing by the target doesn't create another non-mythic <i>sanctuary</i> effect on the creature.</p><p><h>Mythic Augmented (2nd)</h>: If you expend two uses of mythic power, select a number of additional creatures equal to half your tier that are within reach. These creatures gain the benefit of non-mythic <i>sanctuary</i>.</p>
Sands of Time	<h>Mythic Enhanced</h><p>You age the target by two categories instead of one. The damage dealt to objects, constructs, and undead increases to 5d6 points of damage + 1 point per caster level (maximum +20).</p><p><h>Mythic Augmented (8th)</h>: If you expend four uses of mythic power, the duration changes to instantaneous. If the target is a living creature, its age increases to venerable, regardless of its current age. A non-mythic creature receives no saving throw against this, but a mythic creature can attempt a Fortitude save against the spell's DC to reduce the duration to 10 minutes per level and the effect to two age categories instead of automatically changing to venerable.</p><p>If the target is an object, construct, or undead, it takes 30 points of damage per caster level. A mythic creature that succeeds at a Fortitude takes only half damage.</p>
Saving Finale	<h>Mythic Enhanced</h><p>Add your tier as a bonus on the saving throw reroll.</p>
Scorching Ash Form	<h>Mythic Enhanced</h><p>The damage dealt increases to 3d6 points of fire damage. This otherwise makes the same changes as <i>mythic gaseous form</i>.</p><p><h>Mythic Augmented</h>: If you expend two uses of mythic power, the target can shift into or out of <i>scorching ash form</i> as a move action.</p>
Scorching Ray	<h>Mythic Enhanced</h><p>Each ray's damage increases to 6d6 points of fire damage. The first ray bypasses fire resistance and immunity.</p>
Scouring Winds	<h>Mythic Enhanced</h><p>The spell's damage increases to 4d8 points of piercing damage. Any creature in the area at the start of your turn must succeed at a Reflex save or be blinded for as long as it remains in the area and for 1d4 rounds after it leaves.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, the sandstorm's radius and height each increase to 40 feet, and the damage dealt increases to 6d8 points of piercing damage. Each round, you can either move the storm up to 50 feet as a move action or up to 10 feet as a swift action.</p>
Searing Light	<h>Mythic Enhanced</h><p>The spell's damage increases to 1d6 per caster level (maximum 10d6). The damage dealt to an undead creature increases to 1d8 points of damage per caster level (maximum 10d8), or 2d6 per caster level (maximum 20d6) if the undead is vulnerable to bright light. The damage dealt to constructs increases to 1d8 points of damage per 2 caster levels (maximum 5d8). If a creature struck has light sensitivity or light blindness, it takes the penalty from that weakness for 1 round after being struck by the light.</p>
Sending	"<h>Mythic Enhanced</h><p>You can contact a number of additional creatures equal to your tier. Each creature must receive the same message, and can communicate back only to you.</p><h>Mythic Augmented (3rd)</h><p>: If you expend two uses of mythic power, you can send the message to unfamiliar creatures (using the same number of creatures as non-augmented <i>mythic sending</i>). You must either describe the intended recipients in general or specific terms (such as ""orcs,"" ""the queen of this country,"" or ""left-handed half-elven males"") or specify restrictions such as range, creature type, and alignment (such as ""all good-aligned humanoids in the castle on the hill""). If a greater number of creatures meet your description than the maximum number you can send to, the closest ones to you receive the message.</p>"
Shadow Anchor	<h>Mythic Enhanced</h><p>Add your tier to the CMD of the shadow tether. A creature attempting to escape the shadow tether using planar travel or teleportation must succeed at a Will saving throw or be shunted to the Plane of Shadow instead of its intended destination, as if it had cast <i>shadow walk</i> (if the target could not reach the Shadow Plane from its current location using <i>shadow walk</i>, this aspect of the spell has no effect).</p>
Shadow Weapon	<h>Mythic Enhanced</h><p>Add your tier to your caster level when determining what enhancement bonus or weapon special abilities the weapon can have. The weapon deals half damage to creatures that disbelieve in it and to objects, instead of only 1 point.</p><p>You can spend a swift action to transform the weapon into a dull black metal ring on your finger, or to return it from its ring form to its weapon form in your hand.</p>
Shatter	<h>Mythic Enhanced</h><p>Add your tier to your caster level when determining the maximum object weight you can affect. When targeting a crystalline creature, the spell's damage increases to 1d8 points of sonic damage per caster level (maximum 10d8). You may damage a single magical object as if it were a crystalline creature. If the spell destroys an object or damages a crystalline creature, broken shards litter the spell area or creature's space and act as caltrops.</p>
Shield of Faith	<h>Mythic Enhanced</h><p>Add half your tier to the spell's deflection bonus.</p>
Shield Other	<h>Mythic Enhanced</h><p>Increase the range to long (400 feet + 40 feet per caster level). Subtract your tier from any damage transmitted to you through the mystical connection before applying the damage (minimum 1 hp of damage). When you use your surge ability to modify a saving throw against an effect that also affects your linked ally, the ally also applies your surge bonus die result to the ally's saving throw. If the ally also uses its own surge ability, it takes either your result or its result, whichever is higher.</p>
Shocking Grasp	<h>Mythic Enhanced</h><p>The spell's damage increases to 1d8 points of electricity damage per caster level (maximum 5d8). If the target is wearing metal armor or is made of metal, you may attempt a free grapple combat maneuver against the target.</p><p>Alternatively, if the target is carrying a metal weapon, you may attempt a free disarm combat maneuver against that weapon. This free combat maneuver doesn't provoke attacks of opportunity.</p><p><h>Mythic Augmented</h>: If you expend two uses of mythic power and the free grapple or disarm combat maneuver is successful, the target is staggered until your next turn. This is an electricity effect.</p>
Shout	<h>Mythic Enhanced</h><p>The duration that creatures in the area are deafened increases to 4d6 rounds, and the damage dealt increases to 5d8 points of sonic damage. The damage dealt to crystalline creatures and exposed brittle or crystalline objects increases to 1d8 points of sonic damage per caster level (maximum 15d8). Crystalline creatures reverberate with sonic energy, taking 4 points of sonic damage on your turn for a number of rounds equal to your tier.</p>
Silence	<h>Mythic Enhanced</h><p>This spell also applies to telepathy, cutting off any mental communication within the area. At the time of casting, you can choose to be immune to your own <i>mythic silence</i> effect and can designate up to one creature per tier to also gain this immunity. Creatures immune to the <i>mythic silence</i> are subject to sonic effects as normal.</p>
Silent Image	<h>Mythic Enhanced</h><p>The duration increases to concentration + 1 round per caster level, and the effect increases to a visual figment that can't extend beyond eight 10-foot cubes + 1 10-foot cube per caster level.</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, the duration changes to concentration + 1 minute per caster level and the effect changes to a visual figment no larger than a 50-foot emanation. An augmented <i>mythic silent image</i> can't move.</p>
Sleep	<h>Mythic Enhanced</h><p>The spell affects up to 8 Hit Dice of creatures, and you can choose the order in which creatures are affected by the spell. Any effect that would automatically awaken a sleeping creature instead allows it to attempt a new Will saving throw to awaken.</p><p><h>Mythic Augmented (8th)</h>: If you expend three uses of mythic power, you can target all living creatures other than you that have 8 Hit Dice or fewer in a 1-mile radius centered on you. Creatures that fail their saving throws fall asleep for a number of days equal to your tier. You can select a number of creatures up to your tier to not be affected by the spell.</p>
Slow	<h>Mythic Enhanced</h><p>The penalty on attack rolls, on Reflex saves, and to AC increases to -2, and affected creatures move at one-fourth speed. Select one affected creature; this creature is denied its Dexterity bonus to AC.</p>
Solid Fog	<h>Mythic Enhanced</h><p>The penalty on melee attack and damage rolls increases to -4. The cloud's radius and height both increase to 50 feet.</p><p><h>Mythic Augmented</h>: The augmented version of <i>mythic solid fog</i> has the same additional benefits as the augmented version of <i>mythic fog cloud</i>.</p>
Spider Climb	<h>Mythic Enhanced</h><p>The target gains a climb speed equal to its base land speed or 30 feet, whichever is higher. The target can take the run action while climbing and needs only one hand free to climb.</p><p>The target can move freely across spider webs (including giant spider webs), <i>web</i> spells, and similar adhesives of 2nd level or less (including tanglefoot bags) as if it were using <i>freedom of movement</i>.</p>
Spike Stones	<h>Mythic Enhanced</h><p>The damage dealt increases to 2d6 points of piercing damage plus 1 point of bleed damage. Add your tier to the DC to detect the magical trap.</p>
Spiritual Weapon	<h>Mythic Enhanced</h><p>The weapon gains your choice of one of the following magic weapon special abilities: <i>flaming</i>, <i>frost</i>, <i>keen</i>, <i>merciful</i>, <i>shock</i>, or <i>thundering</i>. Before or after the weapon attempts all of its attacks for the round, you can redirect it to a different target as a swift action instead of a move action.</p>
Stinking Cloud	<h>Mythic Enhanced</h><p>Creatures that succeed at their saves are sickened while they remain in the cloud and for 1d4+1 rounds after they leave. Creatures that fail their saves continue to be sickened for 1 hour after leaving the cloud.</p>
Stone Shape	<h>Mythic Enhanced</h><p>The duration changes to 1 round/level and instantaneous (see text). Each round after the round you cast the spell, you can spend a standard action to shape up to 5 additional cubic feet of stone you touch. Shaped stone has an instantaneous duration (meaning it does not revert to its previous form when the spell ends).</p>
Stoneskin	<h>Mythic Enhanced</h><p>The target gains a +4 bonus on saving throws against disease, poison, and stun effects. There is a 50% chance any critical hit or sneak attack against the target is treated as a normal hit, as if the target were wearing <i>medium fortification</i> armor.</p>
