Inflict Serious Wounds	Inflict Serious Wounds	necromancy	cleric 3	1 standard action	V, S	touch	creature touched	instantaneous	Will half	yes	<h>Normal Use</h><p>This spell functions like <i>inflict light wounds</i>, except that you deal 3d8 points of damage + 1 point per caster level (maximum +15).</p><h>Mythic Enhanced</h><p>The damage dealt increases to 6d8 points of damage + 2 points per caster level (maximum +30). A living target is sickened for 1 round per caster level (maximum 15 rounds) if it fails its saving throw.</p>
Invisibility	Invisibility	illusion (glamer)	bard 2, sorcerer/wizard 2	1 standard action	V, S, M/DF (an eyelash encased in gum arabic)	personal or touch	you or a creature or object weighing no more than 100 lbs./level	1 min./level (D)	Will negates (harmless) or Will negates (harmless, object)	yes (harmless) or yes (harmless, object)	<h>Normal Use</h><p>The creature or object touched becomes invisible. If the recipient is a creature carrying gear, that vanishes, too. If you cast the spell on someone else, neither you nor your allies can see the subject, unless you can normally see invisible things or you employ magic to do so.</p><p>Items dropped or put down by an invisible creature become visible; items picked up disappear if tucked into the clothing or pouches worn by the creature. Light, however, never becomes invisible, although a source of light can become so (thus, the effect is that of a light with no visible source). Any part of an item that the subject carries but that extends more than 10 feet from it becomes visible.</p><p>Of course, the subject is not magically silenced<i>, </i>and certain other conditions can render the recipient detectable (such as swimming in water or stepping in a puddle). If a check is required, a stationary invisible creature has a +40 bonus on its Stealth checks. This bonus is reduced to +20 if the creature is moving. The spell ends if the subject attacks any creature. For purposes of this spell, an attack includes any spell targeting a foe or whose area or effect includes a foe. Exactly who is a foe depends on the invisible character's perceptions. Actions directed at unattended objects do not break the spell. Causing harm indirectly is not an attack. Thus, an invisible being can open doors, talk, eat, climb stairs, summon monsters and have them attack, cut the ropes holding a rope bridge while enemies are on the bridge, remotely trigger traps, open a portcullis to release attack dogs, and so forth. If the subject attacks directly, however, it immediately becomes visible along with all its gear. Spells such as <i>bless </i>that specifically affect allies but not foes are not attacks for this purpose, even when they include foes in their area.</p><p><i>Invisibility </i>can be made permanent (on objects only) with a <i>permanency </i>spell.</p>
Irresistible Dance	Irresistible Dance	enchantment (compulsion) [mind-affecting]	bard 6, sorcerer/wizard 8	1 standard action	V	touch	living creature touched	1d4+1 rounds	Will partial	yes	<h>Normal Use</h><p>The subject feels an undeniable urge to dance and begins doing so, complete with foot shuffling and tapping. The spell effect makes it impossible for the subject to do anything other than caper and prance in place. The effect imposes a -4 penalty to Armor Class and a -10 penalty on Reflex saves, and it negates any AC bonus granted by a shield the target holds. The dancing subject provokes attacks of opportunity each round on its turn. A successful Will save reduces the duration of this effect to 1 round.</p>
Jitterbugs	Jitterbugs	illusion (figment) [mind-affecting]	bard 1, sorcerer/wizard 2	1 standard action	V, S	short (25 ft. +5 ft. 2/levels)	one creature	1 round/level	Will negates	yes	<h>Normal Use</h><p>You cause the target to perceive itself as being covered in creeping, crawling, stinging bugs. This causes the target to become jittery and unable to stay still, forcing it to constantly move and twitch. The target takes a -4 penalty on all Dexterity checks and Dexterity-based skill checks, and cannot take the delay, ready, or total defense actions.</p><h>Mythic Enhanced</h><p>Starting on the second round of the spell, the affected target must succeed at a Fortitude save on your turn or be nauseated for 1 round, as if distracted by an actual swarm.</p>
Knock	Knock	transmutation	sorcerer/wizard 2	1 standard action	V	medium (100 ft. + 10 ft./level)	one door, box, or chest with an area of up to 10 sq. ft./level	instantaneous; see text	none	no	<h>Normal Use</h><p><i>Knock </i>opens stuck, barred, or locked doors, as well as those subject to <i>hold portal </i>or <i>arcane lock</i>. When you complete the casting of this spell, make a caster level check against the DC of the lock with a +10 bonus. If successful, <i>knock </i>opens up to two means of closure. This spell opens secret doors, as well as locked or trick-opening boxes or chests. It also loosens welds, shackles, or chains (provided they serve to hold something shut). If used to open an <i>arcane locked </i>door, the spell does not remove the <i>arcane lock </i>but simply suspends its functioning for 10 minutes. In all other cases, the door does not relock itself or become stuck again on its own. <i>Knock </i>does not raise barred gates or similar impediments (such as a portcullis), nor does it affect ropes, vines, and the like. The effect is limited by the area. Each casting can undo as many as two means of preventing access. </p>
Know the Enemy	Know the Enemy	divination	cleric 1, inquisitor 1, paladin 1, ranger 1	1 minute	S, V, DF	personal	you	instantaneous	none	no	<h>Normal Use</h><p>You commune with the divine, reflecting on one type of creature you encountered in the last day. You may make a Knowledge check regarding that creature type with a +10 insight bonus.</p>
Lend Path	Lend Path	transmutation	bard 4, cleric 5, druid 5, magus 4, sorcerer/wizard 5, summoner 4, witch 5	1 standard action	V, S	touch	creature touched	10 minutes/level (D)	Will negates (harmless)	yes (harmless)	<h>Normal Use</h><p>You temporarily transfer one of your mythic path abilities to another creature, which can use it as if it were part of the creature's own path. If the target is unable to expend mythic power, it can't activate any part of the ability that requires expending uses of mythic power, but the ability otherwise functions as if the creature were 1st tier.</p><p>While your path ability is transferred in this way, you can't use it yourself (even if it's an automatic ability or one that doesn't require expending uses of mythic power).</p>
Levitate	Levitate	transmutation	sorcerer/wizard 2	1 standard action	V, S, F (a leather loop or golden wire bent into a cup shape)	personal or close (25 ft. + 5 ft./2 levels)	you or one willing creature or one object (total weight up to 100 lbs./level)	1 min./level (D)	none	no	<h>Normal Use</h><p><i>Levitate </i>allows you to move yourself, another creature, or an object up and down as you wish. A creature must be willing to be levitated<i>, </i>and an object must be unattended or possessed by a willing creature. You can mentally direct the recipient to move up or down as much as 20 feet each round; doing so is a move action. You cannot move the recipient horizontally, but the recipient could clamber along the face of a cliff, for example, or push against a ceiling to move laterally (generally at half its base land speed).</p><p>A levitating creature that attacks with a melee or ranged weapon finds itself increasingly unstable; the first attack has a -1 penalty on attack rolls, the second -2, and so on, to a maximum penalty of -5. A full round spent stabilizing allows the creature to begin again at -1.</p>
Lightning Arc	Lightning Arc	evocation [electricity]	sorcerer/wizard 5	1 standard action	V, S, M (fur and two glass figurines)	long (400 ft. + 40 ft./level)	two creatures or objects which must be no more than 60 ft. apart	instantaneous	Reflex half	yes (see text)	<h>Normal Use</h><p>You generate an arc of lightning between two targets. The lightning deals 1d6 points of electricity damage per caster level (maximum 15d6) to both targets and any creatures in a line connecting them. The spell fails if there is no line of effect between the targets. <i>Lightning arc</i> sets fire to combustibles and damages objects in its path. It can melt metals that have a low melting point, such as lead, gold, copper, silver, or bronze.</p>
Limited Wish	Limited Wish	universal	sorcerer/wizard 7	1 standard action	V, S, M (diamond worth 1,500 gp)	see text	see text	see text	none, see text	yes	<h>Normal Use</h><p>A <i>limited wish </i>lets you create nearly any type of effect. For example, a <i>limited wish </i>can do any of the following things.</p><p>A duplicated spell allows saving throws and spell resistance as normal, but the save DC is for a 7th-level spell. When a <i>limited wish </i>spell duplicates a spell with a material component that costs more than 1,000 gp, you must provide that component (in addition to the 1,500 gp diamond component for this spell).</p>
Mage Armor	Mage Armor	conjuration (creation) [force]	sorcerer/wizard 1	1 standard action	V, S, F (a piece of cured leather)	touch	creature touched	1 hour/level (D)	Will negates (harmless)	no	<h>Normal Use</h><p>An invisible but tangible field of force surrounds the subject of a <i>mage armor </i>spell, providing a +4 armor bonus to AC.</p><p>Unlike mundane armor, <i>mage armor </i>entails no armor check penalty, arcane spell failure chance, or speed reduction. Since <i>mage armor </i>is made of force, incorporeal creatures can't bypass it the way they do normal armor.</p>
Mage's Disjunction	Mage's Disjunction	abjuration	sorcerer/wizard 9	1 standard action	V	close (25 ft. + 5 ft./2 levels)	all magical effects and magic items within a 40-ft.-radius burst, or one magic item (see text)	1 minute/level	Will negates (object)	no	<h>Normal Use</h><p>All magical effects and magic items within the radius of the spell, except for those that you carry or touch, are disjoined. That is, spells and spell-like effects are unraveled and destroyed completely (ending the effect as a <i>dispel magic </i>spell does), and each permanent magic item must make a successful Will save or be turned into a normal item for the duration of this spell. An item in a creature's possession uses its own Will save bonus or its possessor's Will save bonus, whichever is higher. If an item's saving throw results in a natural 1 on the die, the item is destroyed instead of being suppressed.</p><p>You also have a 1% chance per caster level of destroying an <i>antimagic field. </i>If the <i>antimagic field </i>survives the <i>disjunction, </i>no items within it are disjoined.</p><p>You can also use this spell to target a single item. The item gets a Will save at a -5 penalty to avoid being permanently destroyed. Even artifacts are subject to <i>mage's disjunction, </i>though there is only a 1% chance per caster level of actually affecting such powerful items. If successful, the artifact's power unravels, and it is destroyed (with no save). If an artifact is destroyed, you must make a DC 25 Will save or permanently lose all spellcasting abilities. These abilities cannot be recovered by mortal magic, not even <i>miracle </i>or <i>wish</i>. Destroying artifacts is a dangerous business, and it is 95% likely to attract the attention of some powerful being who has an interest in or connection with the device.</p>
Magic Fang	Magic Fang	transmutation	druid 1, ranger 1	1 standard action	V, S, DF	touch	living creature touched	1 min./level	Will negates (harmless)	yes (harmless)	<h>Normal Use</h><p><i>Magic fang </i>gives one natural weapon or unarmed strike of the subject a +1 enhancement bonus on attack and damage rolls. The spell can affect a slam attack, fist, bite, or other natural weapon. The spell does not change an unarmed strike's damage from nonlethal damage to lethal damage.</p><p><i>Magic fang </i>can be made permanent with a <i>permanency </i>spell.</p>
Magic Fang, Greater	Magic Fang	transmutation	druid 3, ranger 3	1 standard action	V, S, DF	touch	one living creature	1hour/level	Will negates (harmless)	yes (harmless)	<h>Normal Use</h> <p>This spell functions like <i>magic fang</i>, except that the enhancement bonus on attack and damage rolls is +1 per four caster levels (maximum +5). This bonus does not allow a natural weapon or unarmed strike to bypass damage reduction aside from magic.</p> <p>Alternatively, you may imbue all of the creature's natural weapons with a +1 enhancement bonus (regardless of your caster level).</p> <p><i>Greater magic fang </i>can be made permanent with a <i>permanency</i>spell.</p>
Magic Missile	Magic Missile	evocation [force]	sorcerer/wizard 1	1 standard action	V, S	medium (100 ft. + 10 ft./level)	up to five creatures, no two of which can be more than 15 ft. apart	instantaneous	none	yes	<h>Normal Use</h><p>A missile of magical energy darts forth from your fingertip and strikes its target, dealing 1d4+1 points of force damage.</p><p>The missile strikes unerringly, even if the target is in melee combat, so long as it has less than total cover or total concealment. Specific parts of a creature can't be singled out. Objects are not damaged by the spell.</p><p>For every two caster levels beyond 1st, you gain an additional missile--;two at 3rd level, three at 5th, four at 7th, and the maximum of five missiles at 9th level or higher. If you shoot multiple missiles, you can have them strike a single creature or several creatures. A single missile can strike only one creature. You must designate targets before you check for spell resistance or roll damage.</p>
Magic Vestment	Magic Vestment	transmutation	cleric 3	1 standard action	V, S, DF	touch	armor or shield touched	1 hour/level	Will negates (harmless, object)	yes (harmless, object)	<h>Normal Use</h><p>You imbue a suit of armor or a shield with an enhancement bonus of +1 per four caster levels (maximum +5 at 20th level).</p><p>An outfit of regular clothing counts as armor that grants no AC bonus for the purpose of this spell.</p>
Magic Weapon, Greater	Magic Weapon	transmutation	cleric 4, paladin 3, sorcerer/wizard 3	1 standard action	V, S, M/DF (powdered lime and carbon)	close (25 ft. + 5 ft./2 levels)	one weapon or 50 projectiles (all of which must be together at the time of casting)	1 hour/level	Will negates (harmless, object)	yes (harmless, object)	<h>Normal Use</h><p>This spell functions like <i>magic weapon, </i>except that it gives a weapon an enhancement bonus on attack and damage rolls of +1 per four caster levels (maximum +5). This bonus does not allow a weapon to bypass damage reduction aside from magic.</p> <p>Alternatively, you can affect as many as 50 arrows, bolts, or bullets. The projectiles must be of the same kind, and they have to be together (in the same quiver or other container). Projectiles, but not thrown weapons, lose their transmutation after they are used. Treat shuriken as projectiles, rather than as thrown weapons, for the purpose of this spell.</p>
Make Whole	Make Whole	transmutation	cleric 2, sorcerer/wizard 2	10 minutes	V, S	close (25 ft. + 5 ft./2 levels)	one object of up to 10 cu. ft./level or one construct creature of any size	instantaneous	Will negates (harmless, object)	yes (harmless, object)	<h>Normal Use</h><p>This spell functions as <i>mending</i>, except that it repairs 1d6 points of damage per level when cast on an object or construct creature (maximum 5d6).</p><p><i>Make whole</i> can fix destroyed magic items (at 0 hit points or less), and restores the magic properties of the item if your caster level is at least twice that of the item. Items with charges (such as wands) and single-use items (such as potions and scrolls) cannot be repaired in this way. When <i>make whole</i> is used on a construct creature, the spell bypasses any immunity to magic as if the spell did not allow spell resistance.</p><h>Mythic Enhanced</h><p>The damage the spell repairs increases to 2d6 points of damage per caster level when cast on a construct creature (maximum 10d6). A construct repaired with this spell gains a +2 enhancement bonus on an ability score of your choice for the next 24 hours. To repair a magic item, your caster level has to equal to only the caster level of the magic item, not double the caster level.</p>
Maze	Maze	conjuration (teleportation)	sorcerer/wizard 8	1 standard action	V, S	close (25 ft. + 5 ft./2 levels)	one creature	see text	none	yes	<h>Normal Use</h><p>You banish the subject into an extradimensional labyrinth. Each round on its turn, it may attempt a DC 20 Intelligence check to escape the labyrinth as a full-round action. If the subject doesn't escape, the maze disappears after 10 minutes, freeing the subject.</p><p>On escaping or leaving the maze, the subject reappears where it had been when the <i>maze </i>spell was cast. If this location is filled with a solid object, the subject appears in the nearest open space. Spells and abilities that move a creature within a plane, such as <i>teleport </i>and <i>dimension door, </i>do not help a creature escape a <i>maze </i>spell, although a <i>plane shift </i>spell allows it to exit to whatever plane is designated in that spell. Minotaurs are not affected by this spell.</p>
Memory Lapse	Memory Lapse	enchantment [mind-affecting]	bard 1, sorcerer/wizard 1	1 standard action	V, S	close (25 ft. + 5 ft./2 levels)	one living creature 	instantaneous	Will negates	yes	<h>Normal Use</h><p>You cause the target to forget what happened from the casting of the spell back to the beginning of its last turn. This may allow a retry on a Diplomacy, Intimidate, or opposed skill check, though only with respect to the target, not other creatures that may be present.</p>
Meteor Swarm	Meteor Swarm	evocation [fire]	sorcerer/wizard 9	1 standard action	V, S	long (400 ft. + 40 ft./level)	four 40-ft.-radius spreads, see text	instantaneous	none or Reflex half, see text	yes	<h>Normal Use</h><p><i>Meteor swarm </i>is a very powerful and spectacular spell that is similar to <i>fireball </i>in many aspects. When you cast it, four 2-foot-diameter spheres spring from your outstretched hand and streak in straight lines to the spots you select. The meteor spheres leave a fiery trail of sparks.</p><p>If you aim a sphere at a specific creature, you may make a ranged touch attack to strike the target with the meteor. Any creature struck by a sphere takes 2d6 points of bludgeoning damage (no save) and takes a -4 penalty on the saving throw against the sphere's fire damage (see below). If a targeted sphere misses its target, it simply explodes at the nearest corner of the target's space. You may aim more than one sphere at the same target.</p><p>Once a sphere reaches its destination, it explodes in a 40-foot-radius spread, dealing 6d6 points of fire damage to each creature in the area. If a creature is within the area of more than one sphere, it must save separately against each. Despite stemming from separate spheres, all of the fire damage is added together after the saves have been made, and fire resistance is applied only once.</p>
Mighty Fist of the Earth	Mighty Fist of the Earth	conjuration (creation) [earth]	cleric 1, druid 1	1 standard action	V, S, DF	close (25 ft. + 5 ft./2 levels)	one creature	instantaneous	none	yes	<h>Normal Use</h><p>You create a fist-sized rock that flies toward one enemy. Make an unarmed strike attack roll against the target as if it were in your threatened area. If the attack is successful, the rock deals bludgeoning damage to the target as if you had hit the target with your unarmed strike. If you have a <i>ki</i> pool, as long as you have at least 1 point in your <i>ki</i> pool, the rock counts as a <i>ki</i> strike.</p><p>At 4th level, a qinggong monk  may select this spell as a <i>ki</i> power costing 1 <i>ki</i> point to activate (if the monk has 0 <i>ki</i> points after activating this <i>ki</i> power, the rock does not count as a <i>ki</i> strike).</p><h>Mythic Enhanced</h><p>Add your tier to the rock's attack roll and damage roll. Increase the critical multiplier of the attack by 1 (maximum x4).</p>
Mirror Image	Mirror Image	illusion (figment)	bard 2, sorcerer/wizard 2	1 standard action	V, S	personal	you	1 min./level	none	none	<h>Normal Use</h><p>This spell creates a number of illusory doubles of you that inhabit your square. These doubles make it difficult for enemies to precisely locate and attack you. </p><p>When <i>mirror image </i>is cast, 1d4 images plus one image per three caster levels (maximum eight images total) are created. These images remain in your space and move with you, mimicking your movements, sounds, and actions exactly. Whenever you are attacked or are the target of a spell that requires an attack roll, there is a possibility that the attack targets one of your images instead. If the attack is a hit, roll randomly to see whether the selected target is real or a figment. If it is a figment, the figment is destroyed. If the attack misses by 5 or less, one of your figments is destroyed by the near miss. Area spells affect you normally and do not destroy any of your figments. Spells and effects that do not require an attack roll affect you normally and do not destroy any of your figments. Spells that require a touch attack are harmlessly discharged if used to destroy a figment.</p><p>An attacker must be able to see the figments to be fooled. If you are invisible or the attacker is blind, the spell has no effect (although the normal miss chances still apply).</p><h>Mythic Enhanced</h><p>The maximum number of images generated by this spell increases to 12. Destroying an image creates a flash of light. Any creature that destroys an image must succeed at a Will save or be dazzled for 1 round.</p>
Mislead	Mislead	illusion (figment, glamer)	bard 5, sorcerer/wizard 6	1 standard action	S	close (25 ft. + 5 ft./2 levels)	you/one illusory double	1 round/level (D) and concentration + 3 rounds; see text	none or Will disbelief (if interacted with); see text	no	<h>Normal Use</h><p>You become invisible (as <i>greater invisibility</i>, a glamer), and at the same time, an illusory double of you (as <i>major image, </i>a figment) appears. You are then free to go elsewhere while your double moves away. The double appears within range but thereafter moves as you direct it (which requires concentration beginning on the first round after the casting). You can make the figment appear superimposed perfectly over your own body so that observers don't notice an image appearing and you turning invisible. You and the figment can then move in different directions. The double moves at your speed and can talk and gesture as if it were real, but it cannot attack or cast spells, though it can pretend to do so.</p><p>The illusory double lasts as long as you concentrate upon it, plus 3 additional rounds. After you cease concentration, the illusory double continues to carry out the same activity until the duration expires. The <i>greater invisibility </i>lasts for 1 round per level, regardless of concentration.</p>
Modify Memory	Modify Memory	enchantment (compulsion) [mind-affecting]	bard 4	1 round; see text	V, S	close (25 ft. + 5 ft./2 levels)	one living creature	permanent	Will negates	yes	<h>Normal Use</h><p>You reach into the subject's mind and modify as many as 5 minutes of its memories in one of the following ways.</p><p>Casting the spell takes 1 round. If the subject fails to save, you proceed with the spell by spending as much as 5 minutes (a period of time equal to the amount of memory you want to modify) visualizing the memory you wish to modify in the subject. If your concentration is disturbed before the visualization is complete, or if the subject is ever beyond the spell's range during this time, the spell is lost.</p><p>A modified memory does not necessarily affect the subject's actions, particularly if it contradicts the creature's natural inclinations. An illogical modified memory is dismissed by the creature as a bad dream, too much wine, or another similar excuse. </p>
Monstrous Physique I	Monstrous Physique I	transmutation (polymorph)	alchemist 3, magus 3, sorcerer/wizard 3	1 standard action	V, S, M (a piece of the creature whose form you plan to assume)	personal	you	1 minute/level (D)	none	none	<h>Normal Use</h><p>When you cast this spell, you can assume the form of any Small or Medium creature of the monstrous humanoid type. If the form you assume has any of the following abilities, you gain the listed ability: climb 30 feet, fly 30 feet (average maneuverability), swim 30 feet, darkvision 60 feet, low-light vision, and scent. If the form you assume has the aquatic subtype, you gain the aquatic and amphibious subtypes.</p><p><i>Small monstrous humanoid</i>: If the form you take is that of a Small monstrous humanoid, you gain a +2 size bonus to your Dexterity and a +1 natural armor bonus.</p><p><i>Medium monstrous humanoid</i>: If the form you take is that of a Medium monstrous humanoid, you gain a +2 size bonus to your Strength and a +2 natural armor bonus.</p><h>Mythic Enhanced</h><p>Each <i>mythic monstrous physique</i> spell must be learned individually, and you must know the respective non-mythic <i>monstrous physique</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic monstrous physique</i> spell before you learn a higher-level one (for example, you can learn <i>mythic monstrous physique II </i>if you know <i>monstrous physique II</i>, even if you don't know <i>mythic monstrous physique I</i>). Each <i>mythic monstrous physique</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2 each, the natural armor bonus increases by 1, and the ability score penalties decrease by 2 each (minimum penalty of 0). Alternatively, you can cast this spell on another willing creature, changing the range to touch and the target to one creature.</p><p><h>Mythic Augmented (4th)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. Additionally, you can cast this spell on other willing creatures, changing the range to touch and the target to one creature per tier.</p>
Monstrous Physique II	Monstrous Physique II	transmutation (polymorph)	alchemist 4, magus 4, sorcerer/wizard 4	1 standard action	V, S, M (a piece of the creature whose form you plan to assume)	personal	you	1 minute/level (D)	none	none	<h>Normal Use</h><p>This spell functions as <i>monstrous physique I</i>, except it also allows you to assume the form of a Tiny or Large creature of the monstrous humanoid type. If the form you assume has any of the following abilities, you gain the listed ability: climb 60 feet, fly 60 feet (good maneuverability), swim 60 feet, darkvision 60 feet, low-light vision, scent, freeze, grab, leap attack, mimicry, pounce, sound mimicry, speak with sharks, and trip. If the creature has the undersized weapons special quality, you gain that quality.</p><p><i>Tiny monstrous humanoid</i>: If the form you take is that of a Tiny monstrous humanoid, you gain a +4 size bonus to your Dexterity, a -2 penalty to your Strength, and a +1 natural armor bonus.</p><p><i>Large monstrous humanoid</i>: If the form you take is that of a Large monstrous humanoid, you gain a +4 size bonus to your Strength, a -2 penalty to your Dexterity, and a +4 natural armor bonus.</p><h>Mythic Enhanced</h><p>Each <i>mythic monstrous physique</i> spell must be learned individually, and you must know the respective non-mythic <i>monstrous physique</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic monstrous physique</i> spell before you learn a higher-level one (for example, you can learn <i>mythic monstrous physique II </i>if you know <i>monstrous physique II</i>, even if you don't know <i>mythic monstrous physique I</i>). Each <i>mythic monstrous physique</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2 each, the natural armor bonus increases by 1, and the ability score penalties decrease by 2 each (minimum penalty of 0). Alternatively, you can cast this spell on another willing creature, changing the range to touch and the target to one creature.</p><p><h>Mythic Augmented (4th)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. Additionally, you can cast this spell on other willing creatures, changing the range to touch and the target to one creature per tier.</p>
Monstrous Physique III	Monstrous Physique III	transmutation (polymorph)	alchemist 5, magus 5, sorcerer/wizard 5	1 standard action	V, S, M (a piece of the creature whose form you plan to assume)	personal	you	1 minute/level (D)	none	none	<h>Normal Use</h><p>This spell functions as <i>monstrous physique II</i>, except it also allows you to assume the form of a Diminutive or Huge creature of the monstrous humanoid type. If the form you assume has any of the following abilities, you gain the listed ability: burrow 30 feet, climb 90 feet, fly 90 feet (good maneuverability), swim 90 feet, all-around vision, blindsense 30 feet, darkvision 60 feet, low-light vision, scent, blood frenzy, cold vigor, constrict, ferocity, freeze, grab, horrific appearance, jet, leap attack, mimicry, natural cunning, overwhelming, poison, pounce, rake, sound mimicry, speak with sharks, trample, trip, and web. If the creature has the undersized weapons special quality, you gain that quality.</p><p><i>Diminutive monstrous humanoid</i>: If the form you take is that of a Diminutive monstrous humanoid, you gain a +6 size bonus to your Dexterity, a -4 penalty to your Strength, and a +1 natural armor bonus.</p><p><i>Huge monstrous humanoid</i>: If the form you take is that of a Huge monstrous humanoid, you gain a +6 size bonus to your Strength, a -4 penalty to your Dexterity, and a +6 natural armor bonus.</p><h>Mythic Enhanced</h><p>Each <i>mythic monstrous physique</i> spell must be learned individually, and you must know the respective non-mythic <i>monstrous physique</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic monstrous physique</i> spell before you learn a higher-level one (for example, you can learn <i>mythic monstrous physique II </i>if you know <i>monstrous physique II</i>, even if you don't know <i>mythic monstrous physique I</i>). Each <i>mythic monstrous physique</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2 each, the natural armor bonus increases by 1, and the ability score penalties decrease by 2 each (minimum penalty of 0). Alternatively, you can cast this spell on another willing creature, changing the range to touch and the target to one creature.</p><p><h>Mythic Augmented (4th)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. Additionally, you can cast this spell on other willing creatures, changing the range to touch and the target to one creature per tier.</p>
Monstrous Physique IV	Monstrous Physique IV	transmutation (polymorph)	alchemist 6, magus 6, sorcerer/wizard 6	1 standard action	V, S, M (a piece of the creature whose form you plan to assume)	personal	you	1 minute/level (D)	none	none	<h>Normal Use</h><p>This spell functions as <i>monstrous physique III</i> except it allows you to use more abilities. If the form you assume has any of the following abilities, you gain the listed ability: burrow 60 feet, climb 90 feet, fly 120 feet (good maneuverability), swim 120 feet, blindsense 60 feet, darkvision 90 feet, low-light vision, scent, tremorsense 60 feet, blood frenzy, breath weapon, cold vigor, constrict, ferocity, freeze, grab, horrific appearance, jet, leap attack, mimicry, natural cunning, overwhelming, poison, pounce, rake, rend, roar, sound mimicry, speak with sharks, spikes, trample, trip, and web. If the creature has immunity or resistance to any energy types, you gain resistance 20 to those energy types. If the creature has vulnerability to an energy type, you gain that vulnerability. If the creature has immunity to poison, you gain a +8 bonus on saves against poison.</p><h>Mythic Enhanced</h><p>Each <i>mythic monstrous physique</i> spell must be learned individually, and you must know the respective non-mythic <i>monstrous physique</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic monstrous physique</i> spell before you learn a higher-level one (for example, you can learn <i>mythic monstrous physique II </i>if you know <i>monstrous physique II</i>, even if you don't know <i>mythic monstrous physique I</i>). Each <i>mythic monstrous physique</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2 each, the natural armor bonus increases by 1, and the ability score penalties decrease by 2 each (minimum penalty of 0). Alternatively, you can cast this spell on another willing creature, changing the range to touch and the target to one creature.</p><p><h>Mythic Augmented (4th)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. Additionally, you can cast this spell on other willing creatures, changing the range to touch and the target to one creature per tier.</p>
Move Earth	Move Earth	transmutation [earth]	druid 6, sorcerer/wizard 6	see text	V, S, M (clay, loam, sand, and an iron blade)	long (400 ft. + 40 ft./level)	dirt in an area up to 750 ft. square and up to 10 ft. deep (S)	instantaneous	none	no	<h>Normal Use</h><p><i>Move earth </i>moves dirt (clay, loam, sand, and soil), possibly collapsing embankments, moving hillocks, shifting dunes, and so forth.</p><p>In no event can rock formations be collapsed or moved. The area to be affected determines the casting time. For every 150-foot square (up to 10 feet deep), casting takes 10 minutes. The maximum area, 750 feet by 750 feet, takes 4 hours and 10 minutes to move.</p><p>This spell does not violently break the surface of the ground. Instead, it creates wavelike crests and troughs, with the earth reacting with glacial fluidity until the desired result is achieved. Trees, structures, rock formations, and such are mostly unaffected except for changes in elevation and relative topography.</p><p>The spell cannot be used for tunneling and is generally too slow to trap or bury creatures. Its primary use is for digging or filling moats or for adjusting terrain contours before a battle.</p><p>This spell has no effect on earth creatures.</p>
Murderous Command	Murderous Command	enchantment (compulsion) [mind-affecting]	antipaladin 1, cleric 1	1 standard action	V	close (25 ft. + 5 ft./2 levels)	one living creature	1 round	Will negates	yes	<h>Normal Use</h><p>You give the target a mental urge to kill its nearest ally, which it obeys to the best of its ability. The target attacks its nearest ally on its next turn with a melee weapon or natural weapon. If necessary, it moves to or charges to the nearest ally in order to make this attack. If it is unable to reach its closest ally on its next turn, the target uses its turn to get as close as possible to the ally.</p>
Mythic Severance	Mythic Severance	necromancy [curse]	cleric 4, inquisitor 3, sorcerer/wizard 4, witch 4	1 standard action	V, S	close (25 ft. + 5 ft./2 levels)	one creature	permanent	Will negates	yes	<h>Normal Use</h><p>You restrict the target's access to its mythic power. Each time the target attempts to cast a mythic spell, expend mythic power to activate a path ability, or use any other effect that requires expending uses of mythic power, it must attempt a Will saving throw against the DC of this spell. If it fails this saving throw, the creature loses its action and the ability it was attempting to use has no effect.</p><p>This spell has no effect on mythic abilities that don't require the target to expend mythic power.</p>
